tcp,1,flow,0,windowSize,2000,queueSize,2000,segSize,128,goodput,484.888
tcp,1,flow,0,windowSize,2000,queueSize,2000,segSize,128,goodput,58.4997
tcp,1,flow,1,windowSize,2000,queueSize,2000,segSize,128,goodput,58.483
tcp,1,flow,2,windowSize,2000,queueSize,2000,segSize,128,goodput,58.4954
tcp,1,flow,3,windowSize,2000,queueSize,2000,segSize,128,goodput,58.4628
tcp,1,flow,4,windowSize,2000,queueSize,2000,segSize,128,goodput,58.4408
tcp,1,flow,5,windowSize,2000,queueSize,2000,segSize,128,goodput,58.5046
tcp,1,flow,6,windowSize,2000,queueSize,2000,segSize,128,goodput,58.5275
tcp,1,flow,7,windowSize,2000,queueSize,2000,segSize,128,goodput,58.5375
tcp,1,flow,8,windowSize,2000,queueSize,2000,segSize,128,goodput,58.4916
tcp,1,flow,9,windowSize,2000,queueSize,2000,segSize,128,goodput,58.5116
tcp,1,flow,0,windowSize,2000,queueSize,8000,segSize,128,goodput,555.138
tcp,1,flow,0,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1235
tcp,1,flow,1,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1489
tcp,1,flow,2,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1841
tcp,1,flow,3,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1411
tcp,1,flow,4,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1408
tcp,1,flow,5,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1606
tcp,1,flow,6,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1725
tcp,1,flow,7,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1428
tcp,1,flow,8,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1378
tcp,1,flow,9,windowSize,2000,queueSize,8000,segSize,128,goodput,62.1446
tcp,1,flow,0,windowSize,2000,queueSize,32000,segSize,128,goodput,556.224
tcp,1,flow,0,windowSize,2000,queueSize,32000,segSize,128,goodput,64.4331
tcp,1,flow,1,windowSize,2000,queueSize,32000,segSize,128,goodput,64.435
tcp,1,flow,2,windowSize,2000,queueSize,32000,segSize,128,goodput,64.3945
tcp,1,flow,3,windowSize,2000,queueSize,32000,segSize,128,goodput,64.4025
tcp,1,flow,4,windowSize,2000,queueSize,32000,segSize,128,goodput,64.3774
tcp,1,flow,5,windowSize,2000,queueSize,32000,segSize,128,goodput,64.4105
tcp,1,flow,6,windowSize,2000,queueSize,32000,segSize,128,goodput,64.3946
tcp,1,flow,7,windowSize,2000,queueSize,32000,segSize,128,goodput,64.4213
tcp,1,flow,8,windowSize,2000,queueSize,32000,segSize,128,goodput,64.4152
tcp,1,flow,9,windowSize,2000,queueSize,32000,segSize,128,goodput,64.4073
tcp,1,flow,0,windowSize,2000,queueSize,64000,segSize,128,goodput,545.264
tcp,1,flow,0,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5993
tcp,1,flow,1,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5836
tcp,1,flow,2,windowSize,2000,queueSize,64000,segSize,128,goodput,65.6114
tcp,1,flow,3,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5871
tcp,1,flow,4,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5445
tcp,1,flow,5,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5876
tcp,1,flow,6,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5675
tcp,1,flow,7,windowSize,2000,queueSize,64000,segSize,128,goodput,65.6239
tcp,1,flow,8,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5551
tcp,1,flow,9,windowSize,2000,queueSize,64000,segSize,128,goodput,65.5738
tcp,1,flow,0,windowSize,8000,queueSize,2000,segSize,128,goodput,484.888
tcp,1,flow,0,windowSize,8000,queueSize,2000,segSize,128,goodput,58.4997
tcp,1,flow,1,windowSize,8000,queueSize,2000,segSize,128,goodput,58.483
